Nemotecnico;fecha;Cantidad;Volumen;Precio Cierre;Precio Mayor;Precio Medio;Precio Menor;Variacion%;Variacion Absoluta
ELCONDOR  ;23/03/2022 00:00:00;,00;,00;734,90;,00;,00;,00;,00;,00
ELCONDOR  ;24/03/2022 00:00:00;,00;,00;734,90;,00;,00;,00;,00;,00
ELCONDOR  ;25/03/2022 00:00:00;,00;,00;734,90;,00;,00;,00;,00;,00
ELCONDOR  ;28/03/2022 00:00:00;,00;,00;734,90;,00;,00;,00;,00;,00
ELCONDOR  ;29/03/2022 00:00:00;476.477,00;335.017.573,50;700,00;705,00;703,11;700,00;-4,75;-34,90
ELCONDOR  ;30/03/2022 00:00:00;40.797,00;29.254.870,00;720,00;720,00;717,08;720,00;2,86;20,00
ELCONDOR  ;31/03/2022 00:00:00;56.925,00;39.987.208,80;700,00;702,00;702,45;700,00;-2,78;-20,00
ELCONDOR  ;01/04/2022 00:00:00;53.157,00;37.151.502,90;699,00;699,10;698,90;699,00;-,14;-1,00
ELCONDOR  ;04/04/2022 00:00:00;11.629,00;8.029.232,00;699,00;,00;690,45;,00;,00;,00
ELCONDOR  ;05/04/2022 00:00:00;18.135,00;13.027.484,00;718,40;718,40;718,36;718,40;2,78;19,40
ELCONDOR  ;06/04/2022 00:00:00;,00;,00;718,40;,00;,00;,00;,00;,00
ELCONDOR  ;07/04/2022 00:00:00;,00;,00;718,40;,00;,00;,00;,00;,00
ELCONDOR  ;08/04/2022 00:00:00;31.000,00;22.314.403,90;720,00;720,00;719,82;720,00;,22;1,60
ELCONDOR  ;11/04/2022 00:00:00;,00;,00;720,00;,00;,00;,00;,00;,00
ELCONDOR  ;12/04/2022 00:00:00;23.150,00;16.326.600,00;705,00;705,00;705,25;705,00;-2,08;-15,00
ELCONDOR  ;13/04/2022 00:00:00;,00;,00;705,00;,00;,00;,00;,00;,00
ELCONDOR  ;18/04/2022 00:00:00;,00;,00;705,00;,00;,00;,00;,00;,00
ELCONDOR  ;19/04/2022 00:00:00;,00;,00;705,00;,00;,00;,00;,00;,00
ELCONDOR  ;20/04/2022 00:00:00;,00;,00;705,00;,00;,00;,00;,00;,00
ELCONDOR  ;21/04/2022 00:00:00;,00;,00;705,00;,00;,00;,00;,00;,00
ELCONDOR  ;22/04/2022 00:00:00;,00;,00;705,00;,00;,00;,00;,00;,00
ELCONDOR  ;25/04/2022 00:00:00;,00;,00;705,00;,00;,00;,00;,00;,00
ELCONDOR  ;26/04/2022 00:00:00;,00;,00;705,00;,00;,00;,00;,00;,00
ELCONDOR  ;27/04/2022 00:00:00;,00;,00;705,00;,00;,00;,00;,00;,00
ELCONDOR  ;28/04/2022 00:00:00;,00;,00;705,00;,00;,00;,00;,00;,00
ELCONDOR  ;29/04/2022 00:00:00;,00;,00;705,00;,00;,00;,00;,00;,00
ELCONDOR  ;02/05/2022 00:00:00;,00;,00;705,00;,00;,00;,00;,00;,00
ELCONDOR  ;03/05/2022 00:00:00;,00;,00;705,00;,00;,00;,00;,00;,00
ELCONDOR  ;04/05/2022 00:00:00;26.400,00;18.530.000,00;705,00;705,00;701,89;700,00;,00;,00
ELCONDOR  ;05/05/2022 00:00:00;,00;,00;705,00;,00;,00;,00;,00;,00
